sst,u10,hsig,time,latitude,longitude
274.06863,3.962185,2.2782545,2006-02-07 12:00:00,-65.1,-170.1
273.88916,10.403819,3.6050448,2006-02-08 12:00:00,-65.1,-170.1
273.73996,9.55887,4.7988596,2006-02-09 12:00:00,-65.1,-170.1
273.6091,14.347138,4.9483414,2006-02-10 12:00:00,-65.1,-170.1
273.48193,9.1665,3.9156926,2006-02-11 12:00:00,-65.1,-170.1
273.34207,4.979641,2.4136415,2006-02-12 12:00:00,-65.1,-170.1
273.2498,9.511516,3.0649815,2006-02-13 12:00:00,-65.1,-170.1
273.25095,2.9677296,2.311452,2006-02-14 12:00:00,-65.1,-170.1
273.31396,-4.8072867,2.1612282,2006-02-15 12:00:00,-65.1,-170.1
273.40625,1.8339152,2.9002917,2006-02-16 12:00:00,-65.1,-170.1
273.4978,10.271225,4.518071,2006-02-17 12:00:00,-65.1,-170.1
273.56323,11.361743,4.2866154,2006-02-18 12:00:00,-65.1,-170.1
273.6077,7.257417,3.0004408,2006-02-19 12:00:00,-65.1,-170.1
273.6382,15.656842,3.6141324,2006-02-20 12:00:00,-65.1,-170.1
273.66287,6.350907,3.5772257,2006-02-21 12:00:00,-65.1,-170.1
273.68948,-6.0865483,2.2558136,2006-02-22 12:00:00,-65.1,-170.1
273.7114,-1.4937891,1.9527698,2006-02-23 12:00:00,-65.1,-170.1
273.71924,-4.7896976,2.3746943,2006-02-24 12:00:00,-65.1,-170.1
273.70703,-0.79158175,2.074247,2006-02-25 12:00:00,-65.1,-170.1
273.67163,-2.1181984,1.9227252,2006-02-26 12:00:00,-65.1,-170.1
273.60745,0.5113574,1.5475368,2006-02-27 12:00:00,-65.1,-170.1
273.5403,3.822826,2.1358204,2006-02-28 12:00:00,-65.1,-170.1
273.48804,-0.0021061897,2.504517,2006-03-01 12:00:00,-65.1,-170.1
273.44022,0.85772556,3.07444,2006-03-02 12:00:00,-65.1,-170.1
273.387,-5.6163807,3.0006263,2006-03-03 12:00:00,-65.1,-170.1
273.3174,4.698217,2.2947607,2006-03-04 12:00:00,-65.1,-170.1
273.23044,-10.82205,2.3366747,2006-03-05 12:00:00,-65.1,-170.1
273.1497,-11.157594,4.9297953,2006-03-06 12:00:00,-65.1,-170.1
273.09912,-4.1395807,3.5514464,2006-03-07 12:00:00,-65.1,-170.1
273.10623,-2.888732,2.1808872,2006-03-08 12:00:00,-65.1,-170.1
273.1975,2.091662,2.2862291,2006-03-09 12:00:00,-65.1,-170.1
273.34424,6.9279613,2.3060737,2006-03-10 12:00:00,-65.1,-170.1
273.49075,-4.8627596,2.9344168,2006-03-11 12:00:00,-65.1,-170.1
273.6265,1.4354566,3.002481,2006-03-12 12:00:00,-65.1,-170.1
273.73904,-0.7029604,4.083906,2006-03-13 12:00:00,-65.1,-170.1
273.81448,-3.6815906,3.1345294,2006-03-14 12:00:00,-65.1,-170.1
273.80368,6.3184347,4.8081326,2006-03-15 12:00:00,-65.1,-170.1
273.69537,8.028627,4.0750036,2006-03-16 12:00:00,-65.1,-170.1
273.54147,6.593094,2.8594904,2006-03-17 12:00:00,-65.1,-170.1
273.3933,1.8082082,2.1705012,2006-03-18 12:00:00,-65.1,-170.1
273.3037,3.830267,2.3557773,2006-03-19 12:00:00,-65.1,-170.1
273.2976,8.036069,3.9075322,2006-03-20 12:00:00,-65.1,-170.1
273.3455,9.704318,2.9933934,2006-03-21 12:00:00,-65.1,-170.1
273.41452,-1.3239874,3.193877,2006-03-22 12:00:00,-65.1,-170.1
273.47244,7.089645,3.498961,2006-03-23 12:00:00,-65.1,-170.1
273.48685,0.39770544,3.0067465,2006-03-24 12:00:00,-65.1,-170.1
273.44724,4.500679,5.515482,2006-03-25 12:00:00,-65.1,-170.1
273.37405,-1.0256509,2.8496609,2006-03-26 12:00:00,-65.1,-170.1
273.27734,12.641682,4.7812405,2006-03-27 12:00:00,-65.1,-170.1
273.17166,9.165824,4.4750443,2006-03-28 12:00:00,-65.1,-170.1
273.06912,11.777114,2.9657595,2006-03-29 12:00:00,-65.1,-170.1
272.98148,11.815675,2.9147577,2006-03-30 12:00:00,-65.1,-170.1
272.9141,6.298816,4.3543086,2006-03-31 12:00:00,-65.1,-170.1
272.8748,19.607605,6.9171987,2006-04-01 12:00:00,-65.1,-170.1
272.8694,14.135393,5.164033,2006-04-02 12:00:00,-65.1,-170.1
272.90695,14.167189,5.6746078,2006-04-03 12:00:00,-65.1,-170.1
272.99612,-1.6507369,2.4614902,2006-04-04 12:00:00,-65.1,-170.1
273.11133,13.326976,4.1820154,2006-04-05 12:00:00,-65.1,-170.1
273.20557,6.743277,2.2903094,2006-04-06 12:00:00,-65.1,-170.1
273.23364,3.1808271,1.8387113,2006-04-07 12:00:00,-65.1,-170.1
273.1477,2.6227145,1.4572172,2006-04-08 12:00:00,-65.1,-170.1
272.9263,5.847591,1.2795453,2006-04-09 12:00:00,-65.1,-170.1
272.63083,-3.3961072,1.9249506,2006-04-10 12:00:00,-65.1,-170.1
272.3352,8.060423,1.9718723,2006-04-11 12:00:00,-65.1,-170.1
272.116,4.546681,2.2671266,2006-04-12 12:00:00,-65.1,-170.1
272.04953,4.5635934,1.8437185,2006-04-13 12:00:00,-65.1,-170.1
272.1426,8.664537,2.993579,2006-04-14 12:00:00,-65.1,-170.1
272.3306,10.382171,3.400852,2006-04-15 12:00:00,-65.1,-170.1
272.5779,10.835425,2.75285,2006-04-16 12:00:00,-65.1,-170.1
272.87207,9.26121,4.3832407,2006-04-17 12:00:00,-65.1,-170.1
273.062,7.836501,4.298114,2006-04-18 12:00:00,-65.1,-170.1
273.1711,8.904695,2.4987679,2006-04-19 12:00:00,-65.1,-170.1
273.16776,4.945816,2.4511046,2006-04-20 12:00:00,-65.1,-170.1
